phrase_id,category,subcategory,canonical_text,tts_text,key_terms,difficulty
CLIN3_01831,Sedación y analgesia,Infusiones,"RASS -5, propofol 40 mcg/kg/min y fentanilo 25 mcg/h.","ras menos cinco, propofol cuarenta microgramos por kilo por minuto y fentanilo veinticinco mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01832,Sedación y analgesia,Infusiones,"RASS -5, propofol 40 mcg/kg/min y fentanilo 50 mcg/h.","ras menos cinco, propofol cuarenta microgramos por kilo por minuto y fentanilo cincuenta mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01833,Sedación y analgesia,Infusiones,"RASS -5, propofol 40 mcg/kg/min y fentanilo 75 mcg/h.","ras menos cinco, propofol cuarenta microgramos por kilo por minuto y fentanilo setenta y cinco mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01834,Sedación y analgesia,Infusiones,"RASS -5, propofol 40 mcg/kg/min y fentanilo 100 mcg/h.","ras menos cinco, propofol cuarenta microgramos por kilo por minuto y fentanilo cien mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01835,Sedación y analgesia,Infusiones,"RASS -5, propofol 40 mcg/kg/min y fentanilo 150 mcg/h.","ras menos cinco, propofol cuarenta microgramos por kilo por minuto y fentanilo ciento cincuenta mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01836,Sedación y analgesia,Infusiones,"RASS -5, propofol 50 mcg/kg/min y fentanilo 25 mcg/h.","ras menos cinco, propofol cincuenta microgramos por kilo por minuto y fentanilo veinticinco mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01837,Sedación y analgesia,Infusiones,"RASS -5, propofol 50 mcg/kg/min y fentanilo 50 mcg/h.","ras menos cinco, propofol cincuenta microgramos por kilo por minuto y fentanilo cincuenta mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01838,Sedación y analgesia,Infusiones,"RASS -5, propofol 50 mcg/kg/min y fentanilo 75 mcg/h.","ras menos cinco, propofol cincuenta microgramos por kilo por minuto y fentanilo setenta y cinco mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01839,Sedación y analgesia,Infusiones,"RASS -5, propofol 50 mcg/kg/min y fentanilo 100 mcg/h.","ras menos cinco, propofol cincuenta microgramos por kilo por minuto y fentanilo cien mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01840,Sedación y analgesia,Infusiones,"RASS -5, propofol 50 mcg/kg/min y fentanilo 150 mcg/h.","ras menos cinco, propofol cincuenta microgramos por kilo por minuto y fentanilo ciento cincuenta mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01841,Sedación y analgesia,Infusiones,"RASS -4, propofol 10 mcg/kg/min y fentanilo 25 mcg/h.","ras menos cuatro, propofol diez microgramos por kilo por minuto y fentanilo veinticinco mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01842,Sedación y analgesia,Infusiones,"RASS -4, propofol 10 mcg/kg/min y fentanilo 50 mcg/h.","ras menos cuatro, propofol diez microgramos por kilo por minuto y fentanilo cincuenta mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01843,Sedación y analgesia,Infusiones,"RASS -4, propofol 10 mcg/kg/min y fentanilo 75 mcg/h.","ras menos cuatro, propofol diez microgramos por kilo por minuto y fentanilo setenta y cinco mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01844,Sedación y analgesia,Infusiones,"RASS -4, propofol 10 mcg/kg/min y fentanilo 100 mcg/h.","ras menos cuatro, propofol diez microgramos por kilo por minuto y fentanilo cien mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01845,Sedación y analgesia,Infusiones,"RASS -4, propofol 10 mcg/kg/min y fentanilo 150 mcg/h.","ras menos cuatro, propofol diez microgramos por kilo por minuto y fentanilo ciento cincuenta mcgramos/h.",RASS|propofol|fentanilo,hard
CLIN3_01846,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.1 mg/kg/h y CPOT 0.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto uno miligramos por kilo por hora y ce pot cero.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01847,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.1 mg/kg/h y CPOT 2.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto uno miligramos por kilo por hora y ce pot dos.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01848,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.1 mg/kg/h y CPOT 4.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto uno miligramos por kilo por hora y ce pot cuatro.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01849,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.1 mg/kg/h y CPOT 6.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto uno miligramos por kilo por hora y ce pot seis.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01850,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.2 mg/kg/h y CPOT 0.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto dos miligramos por kilo por hora y ce pot cero.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01851,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.2 mg/kg/h y CPOT 2.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto dos miligramos por kilo por hora y ce pot dos.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01852,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.2 mg/kg/h y CPOT 4.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto dos miligramos por kilo por hora y ce pot cuatro.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01853,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.2 mg/kg/h y CPOT 6.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto dos miligramos por kilo por hora y ce pot seis.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01854,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.3 mg/kg/h y CPOT 0.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto tres miligramos por kilo por hora y ce pot cero.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01855,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.3 mg/kg/h y CPOT 2.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto tres miligramos por kilo por hora y ce pot dos.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01856,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.3 mg/kg/h y CPOT 4.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto tres miligramos por kilo por hora y ce pot cuatro.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01857,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.3 mg/kg/h y CPOT 6.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto tres miligramos por kilo por hora y ce pot seis.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01858,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.5 mg/kg/h y CPOT 0.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto cinco miligramos por kilo por hora y ce pot cero.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01859,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.5 mg/kg/h y CPOT 2.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto cinco miligramos por kilo por hora y ce pot dos.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01860,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.5 mg/kg/h y CPOT 4.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto cinco miligramos por kilo por hora y ce pot cuatro.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01861,Sedación y analgesia,Escalas,"Dexmedetomidina 0.2 mcg/kg/h, ketamina 0.5 mg/kg/h y CPOT 6.","Dexmedetomidina cero punto dos microgramos por kilo por hora, ketamina cero punto cinco miligramos por kilo por hora y ce pot seis.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01862,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.1 mg/kg/h y CPOT 0.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto uno miligramos por kilo por hora y ce pot cero.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01863,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.1 mg/kg/h y CPOT 2.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto uno miligramos por kilo por hora y ce pot dos.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01864,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.1 mg/kg/h y CPOT 4.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto uno miligramos por kilo por hora y ce pot cuatro.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01865,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.1 mg/kg/h y CPOT 6.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto uno miligramos por kilo por hora y ce pot seis.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01866,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.2 mg/kg/h y CPOT 0.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto dos miligramos por kilo por hora y ce pot cero.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01867,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.2 mg/kg/h y CPOT 2.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto dos miligramos por kilo por hora y ce pot dos.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01868,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.2 mg/kg/h y CPOT 4.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto dos miligramos por kilo por hora y ce pot cuatro.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01869,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.2 mg/kg/h y CPOT 6.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto dos miligramos por kilo por hora y ce pot seis.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01870,Sedación y analgesia,Escalas,"Dexmedetomidina 0.4 mcg/kg/h, ketamina 0.3 mg/kg/h y CPOT 0.","Dexmedetomidina cero punto cuatro microgramos por kilo por hora, ketamina cero punto tres miligramos por kilo por hora y ce pot cero.",dexmedetomidina|ketamina|CPOT,hard
CLIN3_01871,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 1.5 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato uno punto cinco milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01872,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 1.5 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato uno punto cinco milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01873,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 1.5 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato uno punto cinco milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01874,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 1.5 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato uno punto cinco milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01875,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 2.5 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato dos punto cinco milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01876,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 2.5 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato dos punto cinco milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01877,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 2.5 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato dos punto cinco milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01878,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 2.5 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato dos punto cinco milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01879,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 4.0 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato cuatro punto cero milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01880,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 4.0 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato cuatro punto cero milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01881,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 4.0 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato cuatro punto cero milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01882,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 4.0 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato cuatro punto cero milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01883,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 6.0 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato seis punto cero milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01884,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 6.0 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato seis punto cero milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01885,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 6.0 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato seis punto cero milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01886,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 6.0 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato seis punto cero milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01887,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 9.0 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato nueve punto cero milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01888,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 9.0 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato nueve punto cero milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01889,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 9.0 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato nueve punto cero milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01890,Sepsis y choque,Perfusión,"Choque séptico con PAM 50 mmHg, lactato 9.0 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta milímetros de mercurio, lactato nueve punto cero milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01891,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 1.5 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato uno punto cinco milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01892,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 1.5 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato uno punto cinco milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01893,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 1.5 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato uno punto cinco milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01894,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 1.5 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato uno punto cinco milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01895,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 2.5 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato dos punto cinco milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01896,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 2.5 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato dos punto cinco milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01897,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 2.5 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato dos punto cinco milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01898,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 2.5 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato dos punto cinco milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01899,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 4.0 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato cuatro punto cero milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01900,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 4.0 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato cuatro punto cero milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01901,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 4.0 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato cuatro punto cero milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01902,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 4.0 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato cuatro punto cero milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01903,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 6.0 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato seis punto cero milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01904,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 6.0 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato seis punto cero milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01905,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 6.0 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato seis punto cero milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01906,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 6.0 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato seis punto cero milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01907,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 9.0 mmol/L y llenado capilar 2 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato nueve punto cero milimoles por litro y llenado capilar dos segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01908,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 9.0 mmol/L y llenado capilar 3 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato nueve punto cero milimoles por litro y llenado capilar tres segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01909,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 9.0 mmol/L y llenado capilar 4 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato nueve punto cero milimoles por litro y llenado capilar cuatro segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01910,Sepsis y choque,Perfusión,"Choque séptico con PAM 55 mmHg, lactato 9.0 mmol/L y llenado capilar 5 segundos.","Choque séptico con PAM cincuenta y cinco milímetros de mercurio, lactato nueve punto cero milimoles por litro y llenado capilar cinco segramosundos.",choque séptico|PAM|lactato|llenado capilar,standard
CLIN3_01911,Sepsis y choque,Fenotipo,Choque séptico con piel moteada.,Choque séptico con piel moteada.,choque séptico|piel moteada,standard
CLIN3_01912,Sepsis y choque,Fenotipo,Choque séptico con extremidades frías.,Choque séptico con extremidades frías.,choque séptico|extremidades frías,standard
CLIN3_01913,Sepsis y choque,Fenotipo,Choque séptico con llenado capilar prolongado.,Choque séptico con llenado capilar prolongramosado.,choque séptico|llenado capilar prolongado,standard
CLIN3_01914,Sepsis y choque,Fenotipo,Choque séptico con oliguria.,Choque séptico con oligramosuria.,choque séptico|oliguria,standard
CLIN3_01915,Sepsis y choque,Fenotipo,Choque séptico con alteración del estado mental.,Choque séptico con alteración del estado mental.,choque séptico|alteración del estado mental,standard
CLIN3_01916,Sepsis y choque,Fenotipo,Choque cardiogénico con piel moteada.,Choque cardiogramosénico con piel moteada.,choque cardiogénico|piel moteada,standard
CLIN3_01917,Sepsis y choque,Fenotipo,Choque cardiogénico con extremidades frías.,Choque cardiogramosénico con extremidades frías.,choque cardiogénico|extremidades frías,standard
CLIN3_01918,Sepsis y choque,Fenotipo,Choque cardiogénico con llenado capilar prolongado.,Choque cardiogramosénico con llenado capilar prolongramosado.,choque cardiogénico|llenado capilar prolongado,standard
CLIN3_01919,Sepsis y choque,Fenotipo,Choque cardiogénico con oliguria.,Choque cardiogramosénico con oligramosuria.,choque cardiogénico|oliguria,standard
CLIN3_01920,Sepsis y choque,Fenotipo,Choque cardiogénico con alteración del estado mental.,Choque cardiogramosénico con alteración del estado mental.,choque cardiogénico|alteración del estado mental,standard
CLIN3_01921,Sepsis y choque,Fenotipo,Choque hipovolémico con piel moteada.,Choque hipovolémico con piel moteada.,choque hipovolémico|piel moteada,standard
CLIN3_01922,Sepsis y choque,Fenotipo,Choque hipovolémico con extremidades frías.,Choque hipovolémico con extremidades frías.,choque hipovolémico|extremidades frías,standard
CLIN3_01923,Sepsis y choque,Fenotipo,Choque hipovolémico con llenado capilar prolongado.,Choque hipovolémico con llenado capilar prolongramosado.,choque hipovolémico|llenado capilar prolongado,standard
CLIN3_01924,Sepsis y choque,Fenotipo,Choque hipovolémico con oliguria.,Choque hipovolémico con oligramosuria.,choque hipovolémico|oliguria,standard
CLIN3_01925,Sepsis y choque,Fenotipo,Choque hipovolémico con alteración del estado mental.,Choque hipovolémico con alteración del estado mental.,choque hipovolémico|alteración del estado mental,standard
CLIN3_01926,Transfusión y hemostasia,Parámetros,"Hemoglobina 5.8 g/dL, plaquetas 10 mil y fibrinógeno 80 mg/dL.","Hemogramoslobina cinco punto ocho gramos por decilitro, plaquetas diez mil y fibrinógramoseno ochenta miligramos por decilitro.",hemoglobina|plaquetas|fibrinógeno,standard
CLIN3_01927,Transfusión y hemostasia,Parámetros,"Hemoglobina 5.8 g/dL, plaquetas 10 mil y fibrinógeno 120 mg/dL.","Hemogramoslobina cinco punto ocho gramos por decilitro, plaquetas diez mil y fibrinógramoseno ciento veinte miligramos por decilitro.",hemoglobina|plaquetas|fibrinógeno,standard
CLIN3_01928,Transfusión y hemostasia,Parámetros,"Hemoglobina 5.8 g/dL, plaquetas 10 mil y fibrinógeno 180 mg/dL.","Hemogramoslobina cinco punto ocho gramos por decilitro, plaquetas diez mil y fibrinógramoseno ciento ochenta miligramos por decilitro.",hemoglobina|plaquetas|fibrinógeno,standard
CLIN3_01929,Transfusión y hemostasia,Parámetros,"Hemoglobina 5.8 g/dL, plaquetas 10 mil y fibrinógeno 250 mg/dL.","Hemogramoslobina cinco punto ocho gramos por decilitro, plaquetas diez mil y fibrinógramoseno doscientos cincuenta miligramos por decilitro.",hemoglobina|plaquetas|fibrinógeno,standard
